tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC REC,0226412921,Manuela Martínez,20021971,68,78,68,77,1
SIC,0825938602,David Cartagena,25101941,95,10,95,58,0
MTR,5973469578,Carlos Martínez,11081977,95,21,95,3,1
TI DUP,1828461363,Gabriela González,27071966,15,44,15,83,0
ANI,0343226461,Ana Castaneda,22121955,15,35,15,73,1
AFIS,2407737206,María González,22031952,73,73,73,19,0
CC DIG,5789478443,María López,25041930,63,16,63,53,0
TI PV,5375597304,Manuela García,22111902,8,42,8,51,1
CC REC,7565073146,Miguel Hernández,09041948,94,81,94,22,0
CCT,9854776384,David Murillo,18101962,15,29,15,21,1
CC DUP,6015977469,Manuela Perez,27022018,66,6,66,86,0
DCU,6297187573,Luis López,08101991,76,88,76,86,1
DCU,7720305915,Sofía Cifuentes,18081961,13,53,13,77,0
DCU,3400853037,Daniela González,06071961,27,36,27,20,1
TI REC,3289249700,María Hernández,28071969,47,4,47,25,0
HLED-WEB,1494892920,Juan García,11032007,17,4,17,2,0
ABIS,1407995767,Miguel Cartagena,06051945,27,74,27,65,0
CC PV,6472907129,Daniela González,24071999,13,100,13,83,1
TI DUP,4402529099,Daniela García,14051994,97,16,97,22,1
SITAC,7657115598,Juan Rodríguez,03072013,23,52,23,36,1
HLED-WEB,6760154308,Gabriela Cifuentes,05101977,76,44,76,53,1
TI REC,4296346111,Melissa Rodríguez,18091927,73,88,73,21,1
CC REN,8548502745,Laura Murillo,21042000,91,16,91,29,0
ANI,0300464487,Manuela Castaneda,08031903,20,97,20,2,1
DCU,3493699716,Carlos Hernández,15111996,5,11,5,47,1
CC REC,9592607688,David Perez,23111982,85,65,85,36,1
EIS,3122435372,Miguel Cartagena,15061993,13,67,13,1,0
CC DIG,1287122349,Miguel Castaneda,28122004,8,73,8,29,0
TI REN,4620436489,Daniela Cartagena,09051970,63,86,63,73,0
AFIS,9087479128,Manuela Castaneda,09051949,15,13,15,83,1
ANI,0277290398,María Hurtado,13111967,17,45,17,22,1
CC DIG,1724936946,Carlos González,25041941,17,87,17,81,0
TI DUP,9420037289,Manuela González,08081928,41,21,41,36,1
SITAC,2951674751,Daniela Hernández,06051995,63,11,63,19,0
SITAC,2379800824,Miguel Cartagena,16041949,81,25,81,100,0
NIP,3372339833,Carlos López,08012006,86,26,86,13,0
DCU,1384057412,Laura González,15102003,99,73,99,10,0
EIS,3856741328,Carlos García,18081924,66,79,66,45,1
ANI,8891163182,Melissa Cifuentes,08011942,20,20,20,88,0
AFIS,5358434155,Melissa Cartagena,10121939,5,10,5,44,1
SIC,0120560394,Melissa Hurtado,17111975,27,73,27,4,1
NUIP,9938177804,David Hernández,13121958,91,94,91,62,1
TI REN,8021080098,María Cartagena,22121922,91,29,91,74,1
CC REN,9519035269,Sofía Cartagena,10122007,23,15,23,68,0
ANI,8260270441,Laura Hernández,03031996,66,47,66,65,1
MTR,3801820036,Carlos Martínez,25081941,66,40,66,10,1
SITAC,4969279434,Luis Rodríguez,28101984,63,4,63,10,0
SIC,4195945209,David Castaneda,05101984,54,60,54,34,0
CC REN,3681068146,Carlos Hurtado,03071995,73,16,73,42,1
DCU,2841954317,María Murillo,23101933,66,55,66,22,1
NIP,4886311972,Marcela Rodríguez,03021988,15,90,15,44,0
MTR,4693928787,Melissa García,03011986,19,59,19,31,1
ABIS,5640005241,María Rodríguez,12101931,73,11,73,87,1
CC REN,6924680487,Sofía Hurtado,28101983,41,94,41,42,0
TI REN,5711997185,Carlos Martínez,01012008,23,16,23,19,0
CC REC,0650394599,Ana García,09091973,73,13,73,24,0
CC,0682963242,David Perez,01021996,70,30,70,47,0
HLED-WEB,3300585264,David Hurtado,06091939,15,68,15,78,1
CC DUP,8242790812,Juan Cartagena,12112007,44,41,44,86,1
CC REN,0877006243,Marcela Murillo,10101944,41,58,41,11,0
HLED-WEB,5669829151,María Cartagena,06061948,95,78,95,54,0
AFIS,6132716874,Marcela Martínez,12091982,76,13,76,78,0
TI REC,0670009041,Juan Cartagena,19061975,11,78,11,21,1
TI,1313278795,Sofía López,28101989,41,24,41,4,1
TI DUP,6822714383,Sofía Cifuentes,17111956,68,91,68,35,1
NUIP,4997126439,Miguel Perez,07111942,94,99,94,77,0
CC DUP,3335017905,Daniela López,16071959,13,10,13,22,0
CC PV,4102528857,Carlos González,06121957,23,90,23,41,1
EIS,1186951643,Daniela Martínez,01041942,44,94,44,94,0
NUIP,9861547753,Marcela González,24051967,97,4,97,88,0
TI,3103882664,Melissa Martínez,17041994,86,98,86,10,1
TI REN,8433284577,Ana García,23041964,86,22,86,87,0
TI,8502437209,Laura Cifuentes,18111954,66,43,66,38,1
CC REN,7550550913,Luis Murillo,11081954,25,58,25,67,0
AFIS,7648736752,María Martínez,16051942,47,74,47,43,1
SIC,3833528519,Gabriela Rodríguez,02101982,97,43,97,59,1
CC PV,2307212222,Carlos Murillo,19061983,94,55,94,26,0
EIS,8077665694,Melissa García,16021995,66,47,66,91,1
MTR,7601190517,Daniela Castaneda,11071947,85,83,85,97,0
ABIS,8218039178,Gabriela Cartagena,27111957,95,47,95,99,0
TI REN,9085330098,Laura Castaneda,25081963,8,47,8,93,0
CC,3324840222,Ana López,02011962,66,19,66,4,0
CC REC,2324080712,Marcela Perez,06071944,95,38,95,38,0
TI DUP,7534977831,Luis González,26121987,8,68,8,60,0
TI,5197727265,Juan López,25051957,76,73,76,92,1
TI,4301932886,Manuela Murillo,26121945,70,47,70,59,1
CCT,7574586682,Marcela Perez,21111928,85,81,85,44,0
DCU,7182641241,David García,25031932,17,87,17,54,0
CC DIG,2385314440,Ana Cartagena,08071959,63,51,63,24,0
CCT,2678477278,Luis López,02051948,54,42,54,32,1
CC REN,1079091286,Daniela Cifuentes,21011954,8,21,8,30,1
CC,3317018370,Daniela Hurtado,02121994,85,35,85,58,0
NIP,9819659993,Marcela González,03121956,15,25,15,13,1
CC PV,5414196888,Manuela García,13122005,15,38,15,78,1
ABIS,2494071545,Marcela Martínez,26021927,19,93,19,78,0
ABIS,3679262448,Daniela García,09071955,94,29,94,22,0
CC DIG,7275773724,Melissa García,25091927,70,53,70,92,0
DCU,2091440178,David González,18082001,54,19,54,79,1
SIC,8259878198,Daniela González,12091969,18,74,18,22,0
TI REN,8936153611,Daniela Cifuentes,28011974,70,53,70,94,1
NUIP,1761104839,María Castaneda,15041933,11,67,11,24,0
HLED-WEB,5720128524,Luis Castaneda,04061981,17,83,17,83,0
SITAC,7328048888,Luis López,12091939,70,35,70,77,1
ABIS,6102691430,Laura Hurtado,13041951,25,3,25,99,1
CC DIG,5546717148,Gabriela Rodríguez,13021984,27,1,27,4,1
CC REC,5359407926,David González,11071967,94,50,94,51,0
CC,2003228098,Sofía Rodríguez,19071933,88,79,88,100,1
AFIS,4949046882,Juan Rodríguez,02071955,66,3,66,40,1
CC DUP,0224341707,Manuela Hernández,07042015,94,38,94,83,0
NIP,9012716730,Gabriela Martínez,24011961,44,79,44,32,0
CC DUP,9316761466,Luis Cartagena,15121982,70,93,70,11,1
NUIP,1725956908,María Perez,15072004,99,41,99,47,0
ABIS,7338817482,Laura González,26041995,70,55,70,4,1
CC DIG,6286134204,Ana Rodríguez,02041945,70,29,70,29,1
EIS,2758281855,Marcela Hurtado,12061993,47,87,47,54,1
EIS,5853967430,Laura Hurtado,21011940,19,16,19,6,0
SIC,3696244797,Juan Murillo,22091982,70,26,70,100,1
SITAC,7094818946,Miguel García,22111948,97,51,97,81,1
SITAC,4715087624,Carlos Cifuentes,26111953,63,75,63,68,0
CCT,0654819238,Carlos Cartagena,19091992,11,92,11,87,0
NUIP,2442871001,Luis Perez,27061955,18,38,18,10,1
TI REC,0324559945,Melissa González,15012002,86,13,86,35,0
TI,2182919301,Daniela Perez,22072000,19,21,19,16,0
DCU,3364853801,Miguel Hernández,09041997,27,91,27,10,0
CC DUP,4190723912,Ana González,05101945,68,19,68,45,1
TI DUP,2757470427,María Hernández,23011978,91,87,91,22,1
TI PV,9966874193,Sofía Hernández,23081996,5,60,5,34,1
ABIS,5997013199,Ana López,28061944,20,100,20,36,1
SIC,2947317644,Laura Murillo,28111948,63,51,63,29,1
TI,7031966233,David Hernández,02021993,17,78,17,31,1
CC REN,9610064758,Sofía Rodríguez,18041929,47,19,47,32,0
TI,6701730204,Juan Hurtado,19021982,20,10,20,10,1
TI PV,7879042941,Melissa Castaneda,28062008,95,67,95,10,1
CCT,8028874624,Daniela García,17121926,95,62,95,62,0
TI,4048699525,Gabriela López,08121936,97,77,97,87,0
SIC,1410513318,Luis Castaneda,02092003,95,59,95,3,1
TI DUP,8144425953,Ana Hurtado,12041998,18,62,18,29,0
SIC,0866168734,Manuela Hernández,25081952,15,53,15,4,1
MTR,3647413592,Miguel Hurtado,06062008,19,13,19,2,1
AFIS,6433872801,Gabriela Hurtado,08101953,91,45,91,58,0
CC PV,9560112485,Laura González,13012002,11,92,11,59,1
DCU,5699651817,David Hurtado,18061929,15,62,15,86,0
CC PV,3657509452,Gabriela Castaneda,27101948,23,31,23,81,1
CC REN,5510085759,Daniela López,14011967,8,73,8,3,1
NUIP,6181234404,Miguel González,03121930,63,87,63,42,0
TI PV,1647827539,Carlos Rodríguez,07092006,63,47,63,90,0
CC REC,8549070528,Manuela Rodríguez,08051932,11,88,11,62,1
SIC,8775334542,Daniela Rodríguez,19061990,88,42,88,97,0
TI REN,9841674840,Melissa Rodríguez,22061990,15,97,15,4,0
SIC,7110486929,Ana Perez,26012006,15,44,15,32,1
CC,8378072860,David Martínez,09091955,66,55,66,4,1
SITAC,7847747823,Sofía Perez,15111993,85,51,85,29,1
EIS,2167805459,Miguel García,02021988,52,83,52,54,0
CC DUP,9623970671,Melissa Cartagena,24031984,73,35,73,40,1
CC DUP,6974413826,David Hurtado,18091944,66,87,66,47,1
NIP,6340194601,Carlos Rodríguez,13052022,70,60,70,10,1
TI REN,1779935010,Manuela Perez,19011963,70,75,70,24,1
AFIS,0222864896,Gabriela Martínez,10101973,97,53,97,79,0
CC PV,4011216617,Miguel Hernández,12101975,95,58,95,91,1
TI REC,7043400532,David García,28082003,95,47,95,53,0
CC REN,4818172938,Laura Hernández,26011967,88,62,88,24,1
CC PV,3450482796,Gabriela González,14021954,70,93,70,2,1
TI,9694154000,David González,10101978,41,16,41,68,0
ANI,2877413751,Gabriela Martínez,11081966,81,47,81,78,0
CC REN,9457220609,Carlos Rodríguez,11081985,27,22,27,6,1
ANI,5929998892,Marcela Cartagena,05031963,99,100,99,13,0
TI PV,7942331310,Miguel López,17111994,91,26,91,68,0
TI REC,9581381826,Luis Cifuentes,01022006,50,88,50,77,0
EIS,5617639121,Manuela Castaneda,19102002,18,16,18,20,0
ABIS,1742743285,David García,17081956,47,6,47,47,1
ABIS,6912595646,Carlos Hurtado,15061992,95,25,95,16,1
SIC,9275414923,Luis Castaneda,12121977,27,83,27,98,0
AFIS,0424029302,Miguel López,07041994,11,21,11,43,1
TI REN,8747334309,Juan López,13051992,81,60,81,60,0
TI,1840372674,Miguel Martínez,09071955,11,15,11,50,0
CCT,6298470200,Manuela López,12101977,19,34,19,26,1
TI REN,5453181522,Laura Murillo,10071991,52,95,52,20,0
NIP,1062981724,María Murillo,19041932,95,52,95,26,0
CC PV,3894293348,Daniela González,14051975,8,25,8,79,0
DCU,0658177075,Carlos Martínez,22021915,25,20,25,50,1
CC,2126775002,Melissa Martínez,19111962,25,6,25,53,1
TI,0823919868,Melissa Hurtado,22061930,54,86,54,90,1
TI PV,8939586133,Sofía Hurtado,11111976,97,45,97,4,0
CC DUP,2240846960,Marcela Perez,07101985,5,1,5,59,1
AFIS,4501883037,Luis Perez,26031966,15,31,15,11,0
TI DUP,3589127396,Gabriela Perez,03011946,94,44,94,24,0
CC DIG,6216980087,Daniela Murillo,28021924,44,21,44,59,1
CC REN,5887392930,Daniela Perez,11061949,54,35,54,2,1
CC DIG,3438636847,Melissa García,01072000,17,58,17,47,0
SIC,2887637496,Ana García,22041920,97,86,97,41,0
DCU,1417701369,Melissa Cartagena,25091962,47,58,47,94,0
MTR,9689308285,Miguel Hurtado,21011968,99,87,99,19,1
HLED-WEB,1994829799,Juan Cartagena,26011961,85,81,85,59,0
TI REN,0971353410,Sofía Murillo,20041942,25,93,25,41,1
CCT,4273241413,Melissa Rodríguez,13031982,50,94,50,22,1
HLED-WEB,8193349516,Sofía Cartagena,06041995,95,93,95,47,0
CC,3531940361,Laura Murillo,28121952,13,15,13,41,0
AFIS,4584347779,Juan García,22011957,73,44,73,13,0
CC PV,8614980580,Melissa Hernández,13031922,44,77,44,11,0
AFIS,9665815607,Sofía Rodríguez,01101973,13,52,13,24,1
CC PV,4429981191,Melissa Perez,05061942,47,60,47,99,1
DCU,7559673287,Melissa Hurtado,11021927,95,34,95,35,0
TI,2055275443,Manuela Castaneda,01061958,95,20,95,55,0
TI REC,6024117238,Melissa García,14041933,63,11,63,35,1
SITAC,3102223872,Juan Rodríguez,15092008,91,3,91,44,1
NIP,3091190979,Melissa Cartagena,07111939,81,43,81,58,1
TI PV,5823495313,Luis Martínez,22021992,25,26,25,58,0
TI REN,0452980128,Carlos Murillo,27041929,86,58,86,29,1
EIS,5521643066,Luis Murillo,16041937,73,20,73,47,0
CCT,0281072352,Ana Cartagena,20061949,70,30,70,36,0
NUIP,6621275720,Ana Castaneda,02111954,50,81,50,26,1
TI PV,6739172333,David Hurtado,28072004,73,79,73,36,0
TI REN,7595719923,Luis López,20071959,20,6,20,13,0
EIS,0570340652,Melissa Martínez,25042008,94,40,94,68,0
CC REC,5642830558,María Murillo,28011999,19,2,19,38,1
NUIP,3489437860,Daniela González,05021966,23,59,23,94,1
EIS,5114357158,María Perez,21082010,27,21,27,32,0
TI REN,3662484792,Daniela Hurtado,03011935,25,41,25,43,0
NUIP,2530460676,Juan Rodríguez,17101981,97,59,97,67,1
CC,5650539064,Manuela Perez,07021951,19,16,19,6,0
TI REC,0849108280,Manuela Hurtado,17061998,15,88,15,62,0
CC PV,6580110408,Juan Perez,19071964,23,92,23,59,0
ABIS,7920699270,Laura Cartagena,23091946,23,62,23,34,0
NIP,4421531996,Luis Cartagena,20032005,73,92,73,58,1
CC REN,2552862794,Gabriela Hernández,22011954,18,93,18,65,1
AFIS,1733456041,Melissa Cartagena,13091943,15,83,15,83,1
AFIS,8399369820,Sofía López,15071962,63,54,63,10,0
CCT,9786169391,Luis Rodríguez,15081997,70,20,70,52,0
CC REN,9660021256,Gabriela Cifuentes,26021966,99,97,99,26,0
SIC,7898382994,Marcela Perez,14021999,97,77,97,95,0
TI,1581273911,Gabriela Castaneda,18071984,88,2,88,24,0
CC REN,1660173298,Gabriela Cartagena,05121934,19,24,19,68,1
DCU,3445782285,Miguel Cartagena,06031993,81,22,81,26,1
HLED-WEB,1552034363,David Cifuentes,03021981,8,73,8,99,1
CC REN,0990661218,Manuela Hernández,16051947,13,47,13,81,0
CC,6769952820,Gabriela González,28111964,81,99,81,11,1
SIC,7572143773,Luis Hurtado,16051944,25,40,25,99,0
TI PV,2194376628,Miguel García,03011965,66,67,66,90,1
EIS,5037022745,Ana Hernández,01021936,23,83,23,55,0
HLED-WEB,7198089465,Sofía López,08022013,68,94,68,68,0
CC PV,1506610107,Gabriela López,16081987,63,62,63,25,0
EIS,1440804312,Laura Hernández,10051921,19,73,19,51,0
TI DUP,2605519963,Carlos Perez,14051982,15,55,15,78,1
CC DUP,1932857537,Sofía García,10121926,52,79,52,75,0
EIS,0248966802,Ana González,22081951,18,94,18,50,1
NIP,7008719334,Carlos González,01111924,20,38,20,47,0
CC,9836159694,Daniela Perez,09051994,81,94,81,32,1
MTR,8796835654,Daniela López,08071969,50,6,50,91,1
HLED-WEB,8343832256,Sofía García,24061942,18,25,18,30,0
ABIS,6094002553,Sofía Castaneda,22011932,68,60,68,87,1
CC DUP,9261040224,Ana Castaneda,13011957,86,67,86,16,0
TI,2126193173,Miguel García,17061953,41,24,41,52,1
ABIS,0011829216,Miguel Rodríguez,27012001,25,29,25,11,1
EIS,8504018973,Manuela Murillo,22121954,20,54,20,45,0
TI DUP,6405030160,Luis Murillo,09121979,95,3,95,6,1
DCU,7021989211,Marcela Perez,05081977,54,92,54,25,0
CC,9549607272,Gabriela García,07011981,44,51,44,16,0
ANI,6388394552,David Perez,08121990,88,45,88,44,1
CC REC,1957893587,Ana Cartagena,01071947,86,3,86,99,1
EIS,5309622129,María López,27021981,81,22,81,77,1
EIS,7005933842,David González,27071989,86,81,86,94,0
TI PV,3255263467,Juan Hernández,10081976,86,92,86,24,0
AFIS,1153733541,David Cifuentes,14031962,13,83,13,81,0
SIC,5776524961,Daniela García,15111928,47,40,47,74,1
TI REC,9879279676,David García,11011964,85,41,85,68,0
CC REC,1672518830,Luis Rodríguez,04071984,27,25,27,59,1
CC,3975292923,Gabriela Martínez,13061999,50,47,50,47,1
CC DUP,6449050496,Gabriela García,28021950,70,77,70,81,0
ABIS,5480108812,Ana Perez,20121983,41,60,41,54,1
TI REC,0245162569,Daniela Hernández,10101987,66,41,66,24,1
SITAC,0720063698,Juan López,17071937,11,22,11,95,0
DCU,0931822259,Luis Murillo,07121982,41,10,41,94,0
CCT,4640124562,Melissa Cifuentes,12061995,5,34,5,93,1
EIS,6122470179,Manuela Cartagena,24011968,76,88,76,95,0
CC DUP,5308666801,Melissa Murillo,08121947,17,58,17,97,0
SITAC,1431454702,Melissa Hurtado,12031956,25,97,25,43,0
EIS,0564920567,Gabriela Martínez,02071956,18,91,18,34,0
CCT,2059671523,Carlos García,20101950,66,35,66,77,1
EIS,5533063649,Juan Rodríguez,11081945,8,65,8,40,1
AFIS,7938932680,Gabriela Perez,16071942,76,30,76,43,0
CC PV,9565494427,Juan Rodríguez,15111966,47,19,47,68,1
ABIS,9843179352,Miguel Murillo,15102009,13,47,13,73,0
MTR,1054428638,Daniela Perez,18111988,52,30,52,98,1
CC PV,6549690384,David Murillo,23071987,63,58,63,68,0
CC PV,4639816310,Miguel Hernández,09061915,25,31,25,45,0
EIS,7704215803,Miguel Hurtado,07081965,19,2,19,97,0
SITAC,1679896733,Sofía Cartagena,03071978,47,3,47,30,1
CC,6396572677,Melissa Cifuentes,22061989,25,19,25,83,0
CC PV,4244157161,Luis Hernández,19101971,91,19,91,4,0
AFIS,4590020416,Laura Murillo,26031964,44,29,44,30,0
DCU,4868066795,Marcela González,22031964,97,43,97,74,0
AFIS,1197476938,Marcela Hurtado,18012001,97,73,97,88,1
SIC,6611348256,Miguel Martínez,01051977,68,10,68,95,1
CC DUP,9900666557,Sofía García,20092006,73,65,73,77,0
TI,3143566178,David Hurtado,23091957,94,98,94,54,0
EIS,9738981060,Marcela Hurtado,02111997,94,97,94,38,0
TI REC,5880120358,Ana Murillo,27092001,85,20,85,58,1
HLED-WEB,6764614454,Marcela Rodríguez,13101951,19,21,19,6,0
CC PV,5914594363,Luis Hernández,10021979,52,36,52,55,1
NUIP,3343020509,Melissa Hernández,16121969,20,25,20,44,1
CC,5450598095,Sofía Perez,20051964,73,36,73,4,1
TI DUP,3331434492,Ana González,04052005,81,65,81,100,1
SIC,0410894495,David González,25122009,70,6,70,19,0
CC REC,9345028234,Melissa Cartagena,24121931,25,45,25,22,1
TI REN,7891013892,Juan Cifuentes,24061978,88,98,88,30,0
CC DUP,9056476872,Marcela Murillo,16091959,27,86,27,91,1
TI DUP,8277855106,Luis López,06011932,18,26,18,79,1
MTR,9175687717,Marcela Murillo,04032002,95,65,95,50,0
TI DUP,6298253938,Carlos Castaneda,06061993,54,79,54,78,1
ANI,7287490614,Melissa García,10061964,91,81,91,29,0
CC,9563275421,Miguel Hurtado,17121958,95,4,95,73,0
CC REN,9809392619,Ana García,16011964,97,29,97,13,1
CC DUP,0994568297,Luis Cartagena,23111938,99,54,99,65,0
TI DUP,9628381405,Miguel Hurtado,04021930,95,94,95,99,1
SIC,8426815789,Daniela Castaneda,04121998,5,15,5,58,0
CC REC,2858056044,Marcela Perez,15111967,47,26,47,97,0
CC REC,7520978028,Melissa García,22021936,99,44,99,11,0
NUIP,1131110865,Juan Cartagena,18111986,73,68,73,79,0
TI REC,2978616135,Melissa García,13031993,66,95,66,44,0
NIP,6202840572,Carlos Murillo,22101939,44,59,44,32,1
CC DIG,3595065397,Manuela López,17111930,99,78,99,77,1
TI DUP,1216029379,Daniela Castaneda,26011969,86,97,86,25,1
NIP,9885241540,Ana Murillo,02051936,11,92,11,21,1
MTR,8723110819,Juan Rodríguez,20071957,88,75,88,73,0
TI PV,4179132059,Juan Hernández,05081946,86,45,86,45,1
CC REC,9788161511,Juan Murillo,11031980,85,34,85,44,1
NIP,1016771608,Sofía Hurtado,04111928,27,53,27,90,1
CC,4818569774,Laura Castaneda,11031978,15,34,15,74,1
SITAC,3266798413,Juan Rodríguez,08091946,66,41,66,50,1
CC,5100948429,Marcela Martínez,18081950,95,6,95,42,0
NUIP,9655250648,Laura Martínez,10071921,47,45,47,26,0
CC PV,8964967747,Ana García,28031940,50,6,50,94,0
EIS,2593170623,Carlos Perez,15041982,73,78,73,74,1
MTR,5848023311,Sofía Cartagena,24121929,88,31,88,92,0
CC REC,1974416676,Miguel López,28111952,18,42,18,83,1
CCT,8326250514,Juan González,03042001,81,30,81,55,1
SIC,7456103441,Daniela Hernández,07011998,73,74,73,25,1
ABIS,3548146604,María Cifuentes,08051936,99,2,99,31,1
TI REN,2895285142,Daniela Hurtado,26101962,8,58,8,50,0
EIS,5241751771,Gabriela López,28081993,54,43,54,26,0
EIS,9753736525,Marcela Rodríguez,10091981,70,38,70,43,0
CC,8548440791,Daniela Murillo,24031988,11,91,11,79,1
TI DUP,9117708420,Luis López,23072009,91,3,91,81,1
CC DUP,7516698706,Gabriela López,15021951,5,34,5,90,0
TI REN,8089359466,Sofía Hernández,09121953,8,52,8,42,1
CC PV,3465083347,Gabriela Hurtado,18101962,99,78,99,50,0
CC REN,6752620890,Gabriela Cifuentes,12121975,73,65,73,81,0
TI DUP,0118686338,Ana López,20061964,81,91,81,15,0
CC DUP,3849497949,Laura Murillo,11011931,13,11,13,60,1
MTR,6178495311,Luis Cifuentes,27091983,97,34,97,73,1
TI REN,7237329116,Carlos Murillo,13101939,44,77,44,36,0
SITAC,3777914917,Daniela González,26111998,66,92,66,99,1
DCU,9641733263,Daniela Perez,06091979,97,34,97,24,0
DCU,3051579809,Marcela Rodríguez,12111967,66,19,66,10,1
HLED-WEB,1741462829,Marcela Hernández,08111947,25,93,25,35,1
CC,3006253990,Miguel Martínez,22041960,23,95,23,45,0
NUIP,8320299669,María Rodríguez,18101966,17,2,17,2,0
EIS,0612905959,Marcela Murillo,15051974,15,74,15,79,0
MTR,7184476629,Melissa Cartagena,26081984,20,13,20,77,0
NIP,0486625952,Sofía Rodríguez,02071910,19,50,19,38,1
CC DUP,3771632987,Luis López,21052005,88,60,88,75,1
ANI,2957387666,María Castaneda,25061974,19,31,19,77,1
CC,8505450959,María Cartagena,15121977,20,22,20,35,0
CC,7121617075,Luis Cartagena,09081983,85,25,85,15,1
ANI,3323396349,Juan Hernández,02041930,73,65,73,13,0
CC REC,1736047801,Laura Hurtado,22061937,76,40,76,47,1
TI REC,4078801751,Juan Rodríguez,14021988,91,42,91,93,1
CC PV,7722683211,Ana Rodríguez,28071939,8,98,8,87,0
CC PV,5048652192,Luis Perez,24121995,94,30,94,41,1
CC REN,6460125561,Ana Castaneda,22022000,86,36,86,50,0
SITAC,0812827005,Sofía Perez,07051978,97,11,97,90,0
CC REC,9669677776,María Rodríguez,27032008,18,58,18,38,1
CC PV,3407309214,Sofía García,25101979,85,86,85,88,0
CC,8693222559,Sofía Hernández,16091905,68,81,68,87,0
TI PV,6964480914,Laura Castaneda,11051981,86,3,86,30,0
AFIS,0518308098,Manuela Martínez,14011994,20,6,20,34,0
TI PV,9157457881,Carlos Hernández,06091959,5,68,5,59,0
CC PV,5667066670,Carlos Perez,08032000,63,21,63,93,1
CC REC,4817091929,María Hernández,14082005,94,98,94,40,0
TI DUP,0869177242,Juan Rodríguez,18111988,86,19,86,79,1
TI REN,3009965218,Gabriela Hurtado,07081939,66,74,66,45,0
ANI,5455786496,Carlos González,25091909,5,77,5,40,0
AFIS,5723445075,Luis Hurtado,06072008,20,26,20,94,1
CC DUP,9528884174,Marcela Cifuentes,19101985,44,38,44,55,1
DCU,8742369990,María Hurtado,24122000,70,81,70,77,0
