tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
MTR,1313058568,Laura Martínez,20062007,76,58,76,38,0
NUIP,9395345083,Manuela González,07091963,47,60,47,91,0
TI DUP,1562630040,Luis Cartagena,19101981,99,22,99,47,0
TI,2685110182,Daniela García,07071931,81,86,81,98,0
CC REN,5128208094,David Hurtado,06111993,97,100,97,62,1
CCT,1601098526,Ana Perez,08112002,95,50,95,59,1
CC PV,1002112253,David López,03061998,86,51,86,15,1
CC REC,4699205947,Manuela García,13121978,76,98,76,88,1
MTR,0028475410,Manuela López,20081941,66,91,66,42,0
ABIS,7640320773,Manuela Martínez,12071937,25,54,25,15,0
AFIS,6713607021,Sofía García,05061963,47,16,47,20,1
NUIP,3373548525,Juan López,20081972,25,16,25,62,0
CC PV,0484908538,Melissa Cifuentes,15091982,81,29,81,32,1
HLED-WEB,4401903906,Manuela Cifuentes,26091992,81,83,81,16,0
CC PV,5159096989,Luis Martínez,23091985,88,1,88,6,1
CCT,8819728436,María López,10042006,94,73,94,4,0
ABIS,9572179681,Marcela García,17011937,63,6,63,99,0
TI REC,8036695836,Carlos Hernández,10021957,50,30,50,90,1
SITAC,9834021488,Laura Murillo,23102021,85,90,85,2,1
TI PV,2448803368,Luis García,28051963,41,92,41,31,1
TI,2827457554,María Rodríguez,15071972,73,54,73,100,1
TI PV,8811775687,Sofía Martínez,16061972,8,21,8,62,0
NIP,6106902516,Luis Cartagena,05102005,86,19,86,100,1
TI,8179040736,Marcela Cartagena,01052002,17,20,17,90,0
DCU,0526223168,Melissa Hurtado,05091917,68,52,68,83,1
EIS,4473604367,María Cartagena,05011961,41,32,41,10,0
CC REC,2611230308,David Martínez,27071945,88,22,88,51,1
CC DUP,5851954703,Juan Rodríguez,09051956,81,91,81,77,1
TI PV,6352047804,Gabriela González,04081953,99,92,99,31,1
NIP,9290788058,Miguel Martínez,22041952,23,90,23,2,1
CC REC,1961237582,Daniela Cifuentes,28112007,44,36,44,65,1
CC,4725925652,Sofía Hurtado,18021983,8,77,8,47,0
SITAC,9991215883,Laura Hernández,18041969,13,88,13,77,1
CC DUP,8037801402,Gabriela González,09071983,23,52,23,100,0
CC DUP,3925517916,Manuela Martínez,20101990,85,75,85,11,1
NIP,0660016823,Melissa Cifuentes,09041927,63,68,63,35,1
SIC,2202577419,Gabriela Hurtado,05011949,52,32,52,15,0
EIS,9810627646,Laura Hurtado,04121990,13,25,13,51,0
CC,1513772160,María Hurtado,28091950,44,15,44,3,0
ABIS,7841767173,Laura González,19121988,5,36,5,79,1
EIS,6315707831,Daniela Hernández,02031934,50,19,50,19,0
SIC,9591169626,David Perez,03071986,18,15,18,45,0
TI REN,8009742998,Luis Cartagena,24012001,94,77,94,1,1
MTR,0926266046,Sofía Martínez,21011976,18,42,18,6,0
CC PV,9126528276,María Castaneda,10111943,8,73,8,29,1
ANI,7243466367,Carlos Cifuentes,14062007,70,99,70,4,1
HLED-WEB,6339781597,Luis Hurtado,02081928,73,79,73,97,0
TI DUP,5470478454,Daniela López,27072003,15,52,15,29,0
CCT,3593053641,Luis Cifuentes,23092003,20,88,20,88,0
TI REC,3824640349,Marcela Martínez,13091991,95,58,95,90,0
SITAC,4400427123,Marcela Murillo,12091957,54,53,54,42,1
TI,1006346587,David Martínez,02081940,88,41,88,90,0
TI,6298330271,Laura Castaneda,17031981,52,83,52,77,1
CC REN,4443538001,Daniela Rodríguez,22101981,19,32,19,52,0
DCU,6595753818,Melissa López,26051984,50,95,50,81,0
HLED-WEB,3461764948,Gabriela Hernández,15061930,23,25,23,59,0
TI DUP,7402379972,Gabriela Martínez,15011949,50,98,50,73,0
TI REC,4726206950,Melissa López,04041990,18,67,18,86,1
NUIP,1487870362,Marcela López,07101931,13,16,13,16,1
TI,3735083858,Luis Perez,13081996,73,40,73,62,0
TI REC,6663276393,Ana Perez,21041933,41,78,41,52,1
ANI,2090738865,Manuela Hurtado,14101913,8,25,8,24,0
ABIS,2541491485,Sofía Martínez,20041969,70,34,70,34,0
TI REN,5878104907,María López,14051984,50,87,50,75,0
EIS,1572812580,Miguel Cartagena,25081936,99,6,99,74,0
HLED-WEB,0811466966,Luis Cartagena,15101984,27,15,27,38,1
MTR,2302924977,Daniela Rodríguez,11041992,97,16,97,45,0
EIS,0821569673,María Murillo,09042004,54,99,54,45,1
CC DIG,3140531529,Daniela Rodríguez,03061992,17,92,17,83,0
EIS,6342009911,Sofía Cifuentes,01071925,95,75,95,10,0
DCU,3595585312,Sofía Castaneda,09021966,85,62,85,22,1
CC DUP,3624448859,Laura Castaneda,23011942,23,38,23,53,0
SIC,5799489926,Luis Cifuentes,02051998,68,45,68,35,1
TI DUP,4804588008,David Cartagena,20111947,95,47,95,34,1
EIS,0756986375,Carlos Murillo,02111971,88,32,88,86,0
CCT,4190065874,Laura Hurtado,09091997,47,93,47,78,1
TI DUP,9707407263,Sofía Hernández,13052014,97,40,97,34,1
SITAC,8350354571,Laura Cifuentes,23071999,85,50,85,26,0
TI,5889371523,David Rodríguez,08091933,47,35,47,81,1
HLED-WEB,3694028960,Laura Castaneda,21091959,63,95,63,98,1
DCU,2226498221,Juan Perez,05041966,15,51,15,34,0
DCU,0490835350,Carlos González,27072005,63,31,63,81,1
CC REN,1026725435,David Martínez,27112000,99,60,99,98,1
DCU,2859620471,David González,19021953,76,42,76,83,0
AFIS,8728850411,Laura López,26051949,54,99,54,83,1
CC DUP,3174820704,Manuela Hernández,18021946,41,25,41,99,1
DCU,7997632799,David Cifuentes,07081995,8,86,8,25,1
NIP,3782761076,Miguel Castaneda,06121993,47,35,47,44,0
SIC,5581588554,Marcela Perez,12031951,94,21,94,6,0
CC,9000787557,Ana González,08052005,41,30,41,55,1
CC DIG,0359930071,Gabriela Hurtado,17061960,27,31,27,99,1
TI REN,5523166450,Marcela López,21121949,68,59,68,99,1
EIS,8443465109,Daniela Cartagena,23032001,18,81,18,36,0
SIC,5860168556,Juan López,02031951,50,40,50,47,0
TI DUP,4865397220,Luis Castaneda,03111998,68,4,68,53,1
CC REC,0181432947,María Martínez,10111947,47,98,47,20,0
ABIS,6550089945,David Martínez,18021933,18,90,18,91,0
EIS,2028526329,Luis González,17101992,5,100,5,47,0
NIP,2364243887,Miguel López,01051918,52,20,52,86,1
CC REN,1038046137,Miguel Perez,20111996,27,13,27,99,1
EIS,3646045072,Sofía García,23061999,76,40,76,99,1
TI REC,6909330526,Marcela Hurtado,24121997,8,21,8,19,0
CC,2598884591,Carlos López,05041977,63,52,63,79,1
ANI,4412530467,Marcela Martínez,13051993,68,16,68,77,0
EIS,0327128755,David Perez,15041926,52,78,52,95,0
DCU,1517645822,Carlos Martínez,12091930,63,29,63,24,0
CC REN,1158190227,Miguel Perez,17081953,73,15,73,79,1
EIS,4504800486,Manuela Cartagena,15112007,81,52,81,32,1
MTR,0572252124,Ana Murillo,25031924,25,62,25,55,0
TI REN,1493287654,David Cartagena,05011922,95,51,95,41,1
TI REC,2146901679,Daniela Perez,05112006,63,93,63,6,1
CCT,8945902340,Luis Castaneda,26101999,70,42,70,35,1
CCT,3430898539,Gabriela González,13051993,11,58,11,77,0
CC DUP,1057300372,Luis Murillo,06111997,11,93,11,67,0
ABIS,9854506160,Luis Perez,15031954,50,3,50,91,0
AFIS,2090001395,Luis Rodríguez,17081936,47,47,47,36,1
HLED-WEB,9027747204,Luis Hernández,16011959,68,58,68,77,0
NUIP,8206695527,Gabriela Cifuentes,04021929,50,55,50,59,0
ANI,5989352957,Sofía Hernández,21091927,13,11,13,40,0
NIP,6720306025,Daniela Cartagena,13052004,41,16,41,4,0
DCU,5053242436,Luis Hurtado,23122006,41,91,41,40,0
TI REN,7140041410,Gabriela Perez,03061975,95,4,95,60,1
ABIS,1460669670,Juan Hurtado,08071986,86,79,86,68,0
CC DUP,1458082062,Sofía González,08061961,70,99,70,1,1
CC PV,5469251915,Gabriela Cartagena,01121994,99,91,99,32,0
TI PV,2947208077,Gabriela Castaneda,03081965,81,58,81,24,1
TI REC,8693809411,Luis Cifuentes,09121929,94,26,94,45,1
TI,1944977002,Manuela Hurtado,08051993,23,87,23,91,1
TI REN,1045996965,Sofía Perez,16021952,19,75,19,59,0
TI PV,7575757098,Miguel Castaneda,27032002,99,1,99,53,0
CC DUP,4057383460,David Murillo,19091987,27,68,27,79,0
CC,7718569735,Gabriela Hernández,27011968,23,3,23,75,0
CC REC,7391968999,Carlos Cartagena,13122004,19,58,19,87,1
HLED-WEB,0812914937,Manuela García,16061981,94,42,94,38,0
MTR,5184187941,Juan Cifuentes,10111937,81,44,81,47,0
CC REC,1683933558,Carlos Castaneda,02101948,52,55,52,20,1
CC DIG,3810557589,Gabriela Perez,14121969,63,53,63,51,1
CC DUP,1474760179,Luis Martínez,06122007,85,13,85,31,1
CC DUP,0958295801,Marcela Perez,22061960,94,86,94,77,1
ANI,4976332696,David Martínez,04011966,73,34,73,4,0
EIS,4662990005,María González,07091953,70,54,70,59,0
TI PV,9960117893,Marcela Hurtado,06021932,54,41,54,29,1
HLED-WEB,8823586960,Carlos Hernández,04061969,15,94,15,3,1
ABIS,9375833628,Juan González,03051977,18,35,18,36,0
CC DIG,0791306910,Luis González,24051979,15,42,15,95,1
TI REC,7522932940,Manuela Cifuentes,25041905,25,42,25,45,0
TI PV,0871654668,Miguel Martínez,23022004,20,59,20,45,1
CC PV,5134308837,Manuela Hurtado,12071949,85,55,85,51,1
CC PV,8982159948,Juan Castaneda,03011954,86,21,86,83,0
CC,6343612890,Sofía González,04121956,19,42,19,3,1
SITAC,9535673601,Juan Hurtado,23061965,52,38,52,58,1
TI DUP,4655416614,Luis Murillo,19042018,11,41,11,79,1
ABIS,8982629569,Luis Murillo,22061916,11,53,11,50,0
EIS,0553426543,Marcela González,27032009,23,90,23,44,1
AFIS,3308689720,Gabriela Hernández,14072003,85,32,85,34,1
MTR,0927028914,Sofía Cartagena,10122004,54,53,54,77,1
EIS,7402471475,Marcela López,12071972,73,91,73,91,0
CC REN,1222962746,Marcela Cifuentes,08081947,86,44,86,55,0
MTR,1325429815,Daniela Castaneda,04091990,91,93,91,98,1
ABIS,5805176623,Carlos Castaneda,05062008,73,36,73,79,1
SIC,6280646994,Luis Murillo,11051995,27,19,27,99,0
CC REC,3164458748,Juan García,16101966,15,75,15,73,0
DCU,1798815541,Sofía González,18041973,81,21,81,25,0
TI REC,0844973591,Sofía Martínez,11011979,66,78,66,79,1
TI,7692540539,Manuela González,20011983,11,30,11,74,0
CCT,4055245535,María Perez,18062014,91,100,91,92,1
ANI,1852265364,David Hurtado,25041971,15,43,15,99,0
CC,5502468605,Laura García,11121969,18,83,18,2,1
CC PV,8748765595,Marcela Hernández,25021987,91,54,91,19,0
TI DUP,8702267556,Ana Cifuentes,21022007,11,99,11,68,1
AFIS,2179642408,Ana González,24111924,8,43,8,67,0
AFIS,4826269543,Luis Perez,18111981,88,34,88,92,1
CC REC,7158602413,Manuela Murillo,01071975,73,60,73,88,1
CC DUP,7660343318,María Cifuentes,18092003,88,3,88,95,1
CC REC,4495666842,Carlos Cifuentes,14061929,41,51,41,65,1
TI REN,8383307803,Laura González,20071982,13,44,13,42,0
AFIS,2875925330,Gabriela Perez,04071962,85,62,85,79,0
CC,1512383274,Ana Hurtado,17091990,25,99,25,73,0
TI,6573374333,David López,23101990,52,47,52,94,0
DCU,2700858725,Marcela Cartagena,27111992,86,94,86,4,0
NIP,6771982574,Manuela Murillo,07031979,44,22,44,20,1
DCU,8457599867,Ana García,14071924,86,16,86,13,1
CC PV,2549502965,Luis Cartagena,19011951,19,22,19,75,1
TI DUP,6467088329,Miguel Castaneda,21062009,52,86,52,79,1
SIC,9040294620,Ana Cartagena,08051989,19,91,19,91,0
MTR,7711188576,Carlos González,21061978,99,62,99,4,0
CC REC,7421544872,Daniela Hurtado,14091937,94,30,94,16,0
HLED-WEB,0224339109,Luis Martínez,11051970,20,79,20,47,1
CC DUP,5379108408,Luis Perez,06111964,68,74,68,51,0
SIC,8804483859,Melissa Rodríguez,11061969,23,77,23,91,0
NUIP,6804081901,Gabriela López,26081928,68,44,68,83,0
TI PV,3283812410,Gabriela González,27111965,85,29,85,16,1
TI PV,9933745362,María González,16072006,68,58,68,52,1
CC PV,2455352050,Melissa Hernández,04111938,17,62,17,21,1
TI PV,6005072770,David Hurtado,03121955,85,4,85,21,0
SITAC,2253600547,Melissa Cifuentes,09091926,13,91,13,4,0
CC REC,4766293116,Juan Cartagena,13111934,94,44,94,32,1
NUIP,4468022372,Miguel López,13041950,63,42,63,53,1
CC PV,1404731527,Sofía Hurtado,10042002,88,86,88,21,0
CC DUP,6486818977,María Rodríguez,28061951,94,62,94,47,0
ABIS,9767242443,Melissa Cifuentes,18091978,19,78,19,91,1
TI DUP,3934279849,Carlos Castaneda,25071943,70,2,70,47,0
TI DUP,7173288669,María Cifuentes,19082005,70,34,70,40,0
EIS,7023950915,Ana González,12121987,81,30,81,68,0
SIC,2380666285,Sofía González,24032007,17,83,17,34,0
MTR,7611041330,Manuela Cifuentes,18122000,97,44,97,45,1
CC PV,5531159495,Miguel López,22071980,73,1,73,50,1
DCU,8223042311,Marcela Rodríguez,01061966,68,93,68,68,1
EIS,4553208890,Juan Castaneda,07011953,70,24,70,58,1
TI DUP,0250551334,Miguel Hernández,18071904,47,51,47,10,1
HLED-WEB,9270402595,Carlos Cartagena,19011964,50,32,50,94,1
TI DUP,8704025470,Daniela Perez,20091930,5,20,5,1,1
SITAC,3534870710,Daniela Martínez,23111973,95,4,95,10,0
EIS,1882008097,Laura Hernández,15011931,54,77,54,42,1
HLED-WEB,6748066208,Marcela Martínez,03091930,52,20,52,16,1
TI PV,0965064436,Gabriela Cifuentes,13011962,52,73,52,51,1
CCT,9058998176,Sofía Hurtado,08041985,99,21,99,88,0
TI DUP,4592878062,Laura González,22071965,97,45,97,99,0
TI DUP,5497165823,Miguel Cifuentes,25011972,73,62,73,42,0
CC DUP,6001023792,Miguel Cifuentes,28101963,44,100,44,20,0
HLED-WEB,8545301378,Sofía López,23101939,23,68,23,78,1
TI PV,2083675705,Ana Hurtado,13012003,63,10,63,86,1
CC,1015548653,Luis López,28101972,70,38,70,21,1
AFIS,3943005106,Daniela Murillo,26081969,76,81,76,35,0
TI REC,1893428503,Ana González,14071979,99,79,99,90,1
CC,6094440821,Juan García,15061965,17,30,17,92,0
CC DIG,4056434378,Laura Perez,21091979,68,29,68,88,1
TI DUP,3752795414,Gabriela Martínez,17102004,17,58,17,75,1
ANI,0526879242,Manuela Castaneda,24091958,94,45,94,75,1
CC DIG,7884387828,Luis González,17081993,27,83,27,55,0
SIC,0774558678,María Martínez,04051936,76,25,76,55,0
SITAC,1893909534,Luis Rodríguez,27082007,73,90,73,90,1
EIS,8095060419,Laura González,23111948,54,73,54,36,0
TI REN,4038627019,Laura Murillo,19051990,81,78,81,50,1
EIS,7453749588,David Hurtado,24041955,88,55,88,74,1
ANI,9650116174,Gabriela Perez,18051983,68,86,68,15,0
DCU,3751536034,Miguel Castaneda,14041957,85,45,85,42,1
HLED-WEB,5590980160,Luis Castaneda,28101934,41,32,41,10,1
CC DIG,3585100728,David Hernández,11121940,41,32,41,51,1
SIC,5397984597,Daniela García,12051986,63,2,63,45,1
AFIS,8135145573,Ana Cifuentes,09071995,13,42,13,83,1
EIS,8934840475,Laura González,07111949,52,74,52,52,0
CC DUP,5679183474,Juan González,22111954,76,97,76,40,1
HLED-WEB,0654836552,Sofía Cifuentes,27011977,81,98,81,45,1
CC PV,8031719577,Juan Cartagena,19011989,76,54,76,20,1
AFIS,8979221378,David Hurtado,16091950,18,53,18,24,0
AFIS,6357093293,Carlos Perez,25121985,47,99,47,25,1
NIP,7095144677,Gabriela Cartagena,18011963,18,78,18,88,1
EIS,4028661747,Miguel Rodríguez,12071989,70,29,70,78,0
HLED-WEB,1293538382,Gabriela García,02051929,23,1,23,83,1
TI DUP,5464111793,Miguel Hurtado,14051944,70,26,70,20,0
NIP,3848632975,Marcela Cartagena,21011948,23,13,23,93,0
ABIS,2966527555,David Rodríguez,24071996,86,88,86,20,1
CC REN,6971053740,Carlos Cartagena,27051973,18,36,18,29,0
HLED-WEB,0258407875,Manuela González,20071981,94,29,94,3,0
EIS,5688763005,Laura Rodríguez,08071972,88,54,88,100,1
DCU,5271672556,Juan Murillo,22121966,95,83,95,67,1
TI DUP,9174316055,Miguel López,22061974,91,92,91,87,0
NIP,8199757223,David Murillo,17021961,94,99,94,62,0
NIP,4026983847,María García,27071985,73,26,73,79,0
DCU,2941380967,Marcela González,24021970,70,36,70,4,0
HLED-WEB,2308686101,Sofía González,24081935,52,65,52,10,0
CC DUP,2314346853,María Hernández,05082001,91,25,91,22,0
MTR,8131574902,Daniela Cartagena,11091956,18,19,18,78,1
NUIP,1965810053,Laura Martínez,11061946,88,32,88,34,1
SIC,3330972863,Manuela Murillo,15062004,91,79,91,58,0
EIS,7304085956,María González,05061985,95,86,95,31,1
NIP,5958519745,David Cifuentes,16011925,52,81,52,97,0
CC DUP,1032195542,Sofía Martínez,03071982,8,81,8,22,0
HLED-WEB,8732242206,Daniela Rodríguez,25081974,88,10,88,40,1
TI REC,9008567885,Miguel Hurtado,14101932,86,60,86,75,0
AFIS,9053932804,Daniela García,12081957,5,90,5,78,0
DCU,9591691856,Luis Murillo,13121968,63,36,63,79,0
SIC,5875686758,Miguel Cifuentes,20071995,23,11,23,51,0
CC,1029455677,Carlos Murillo,18062009,76,10,76,94,1
CC,5698499708,Sofía Cartagena,19101989,95,45,95,36,0
CC DUP,9997858188,Ana Castaneda,25102005,25,36,25,24,0
SITAC,2256589032,Juan Hernández,18111946,44,31,44,62,1
AFIS,9797841867,Marcela Perez,20112000,76,59,76,2,0
AFIS,6525739187,Gabriela Hurtado,23041951,41,83,41,68,1
TI,9753156231,Luis García,07111963,81,6,81,43,0
DCU,3724540280,Laura Rodríguez,23041928,47,11,47,35,0
SIC,7185286191,Juan Murillo,27061933,5,99,5,99,0
ANI,5641690872,Ana González,17091999,81,58,81,94,1
ANI,7677436346,Luis Perez,06121991,19,10,19,52,0
TI,3789546613,Ana Murillo,02021948,5,60,5,100,1
CC DUP,1177587629,Marcela Castaneda,13091956,66,92,66,98,0
ABIS,8006495834,Juan García,13012007,70,32,70,54,1
CC DIG,0154001086,Sofía Hernández,02062006,11,42,11,38,0
ANI,6815924368,Gabriela Castaneda,06122002,97,36,97,95,0
ABIS,1410414950,María Hurtado,24042007,81,15,81,43,0
ANI,7293158975,Sofía Martínez,22091961,17,34,17,58,0
DCU,7114611467,Laura Hernández,09011985,94,26,94,65,1
CC REN,0182728324,Laura García,07081932,70,58,70,99,0
CCT,0307216507,María Murillo,17031929,47,95,47,20,1
TI PV,7432332077,Laura Perez,07101998,23,3,23,29,1
CC REN,1191700236,Ana Castaneda,18041953,95,20,95,65,1
MTR,6519671506,Carlos Cifuentes,02101925,8,35,8,65,1
CC REN,3220240857,Marcela Hernández,01041966,18,3,18,97,1
TI PV,7817794730,María Castaneda,20061989,68,2,68,87,1
CC DUP,7258677560,Juan González,24112004,94,25,94,67,1
CC REN,0257209290,Sofía Cifuentes,24041939,85,34,85,78,1
DCU,3981120488,Daniela González,13051978,5,78,5,100,1
CCT,9583614591,Sofía Murillo,25061948,91,31,91,21,1
EIS,1090307551,Melissa González,20061939,73,34,73,36,0
ANI,2283552485,Daniela Hernández,10061961,68,25,68,59,0
ANI,0721363293,Sofía Castaneda,08062002,91,35,91,98,1
ANI,2187562805,Laura Martínez,26022008,20,6,20,16,1
NIP,2116978258,Carlos Cartagena,02121995,54,11,54,24,1
ABIS,2984118261,Marcela Murillo,27061988,23,41,23,36,0
TI,3728945158,María Cartagena,28111989,73,86,73,2,0
CC DUP,8793768229,Daniela Castaneda,28121973,20,30,20,94,0
TI PV,2809210267,Manuela Hernández,05102002,85,16,85,11,0
CCT,0116765245,Melissa Martínez,11051936,68,93,68,87,0
TI REC,0269217621,Carlos Hernández,14081940,19,38,19,88,0
AFIS,1162095242,Sofía Hernández,09021977,17,29,17,93,0
TI,7437169558,Carlos Martínez,27031928,81,31,81,21,1
NIP,9204453150,Ana Cifuentes,07061991,18,43,18,36,1
HLED-WEB,1213754840,Juan Perez,13051912,52,51,52,98,1
CC DUP,6558594137,Miguel López,19021982,27,95,27,68,0
TI,6438560738,Sofía García,14052003,44,77,44,26,1
TI REN,5182848426,David García,19101941,18,59,18,86,1
ANI,0762401689,David Rodríguez,22081961,13,65,13,54,0
CC REC,9687249810,David Cifuentes,23011949,44,51,44,22,1
CC DUP,2749701664,Laura Hurtado,17081980,95,88,95,60,0
EIS,9570884679,Gabriela González,24111946,17,41,17,47,0
HLED-WEB,9959027949,Marcela García,03061947,91,40,91,87,0
MTR,0434553835,Melissa González,26011929,70,15,70,93,0
CC,9076740894,Sofía Hernández,23111987,5,2,5,13,1
TI REC,4485634215,Ana Rodríguez,01091961,63,16,63,98,1
SIC,3040279143,Gabriela Perez,25051999,81,11,81,55,0
NIP,7552189328,Marcela Perez,15081985,76,20,76,6,1
TI REC,6988127041,Miguel Hernández,05021989,54,54,54,13,1
CC,0411332311,Miguel Hernández,20121987,23,31,23,21,1
SITAC,8314699716,Gabriela Perez,03101927,15,34,15,45,0
TI REN,4425220631,Luis Martínez,10111986,86,22,86,50,1
SITAC,2333921941,Luis Martínez,03111992,95,21,95,77,0
SITAC,1177228736,Marcela González,13021949,18,62,18,34,0
EIS,2128707767,Daniela Rodríguez,15011950,8,51,8,11,1
CC REN,1900435969,Carlos Perez,05091937,85,22,85,65,1
DCU,8089212629,Laura Perez,26032009,81,59,81,65,0
TI REC,6687401005,Gabriela Perez,03012000,76,75,76,65,1
EIS,7166589305,Laura García,11102002,86,11,86,73,1
TI,3804087352,Miguel Hurtado,28031941,97,67,97,2,0
CC,6988420888,Sofía Cifuentes,15041977,50,92,50,31,0
DCU,1775335672,Carlos Hurtado,26071994,41,100,41,35,1
MTR,1404893426,Juan García,09021973,41,40,41,62,1
CC,7673901840,Miguel García,22051958,66,54,66,62,0
HLED-WEB,6091912370,Luis Hurtado,21051970,41,35,41,40,0
CC,3893389472,Laura Hurtado,20111989,88,1,88,68,1
CC DUP,1776476255,Carlos Hurtado,23101976,20,90,20,83,1
HLED-WEB,9140078878,María López,25091930,73,74,73,74,1
AFIS,0343100963,Daniela López,23061925,70,74,70,26,0
TI PV,1168348632,María Murillo,02091984,91,77,91,41,1
CC PV,5510239581,Laura Martínez,19102007,91,16,91,90,0
HLED-WEB,7699986613,Marcela López,09111966,27,98,27,53,0
HLED-WEB,7377420309,David Perez,10112002,76,45,76,83,0
NIP,4352178644,David García,21091927,8,41,8,100,1
CC,7705218172,Ana Rodríguez,15021992,27,24,27,67,1
SIC,7088878911,Juan Hernández,03101984,5,86,5,99,1
NIP,6883607976,María Cartagena,14062003,20,91,20,29,0
SITAC,8165590702,David García,13112005,44,62,44,58,0
MTR,5028170547,Ana Cifuentes,23091929,50,97,50,4,0
CC DIG,0699898361,María García,17081988,25,3,25,100,1
TI,3105083238,Carlos Castaneda,06111944,25,43,25,11,1
TI PV,5549682445,Miguel Perez,26011988,91,50,91,41,1
CC REN,1551957295,Sofía Cifuentes,05081930,18,77,18,51,1
SIC,1488694695,Juan González,02081929,97,21,97,30,0
SITAC,2998602809,Luis Castaneda,10101960,17,52,17,35,1
DCU,5597847406,Laura Cifuentes,13021935,88,22,88,20,1
HLED-WEB,2149481380,Ana Perez,25092005,25,16,25,95,0
TI PV,8975313916,Juan Hurtado,14081976,66,11,66,30,0
AFIS,1802567426,Miguel González,16011948,70,53,70,13,1
AFIS,1727030898,Ana Castaneda,19071978,86,13,86,32,0
ABIS,4035442952,María Hernández,08032003,85,50,85,86,0
HLED-WEB,8663858026,Manuela Hernández,09071963,11,25,11,58,1
TI REN,7191102758,María González,01041958,5,30,5,35,0
CC REC,0808257769,Juan Hurtado,17011970,15,95,15,52,1
CC REN,4747590749,Miguel González,15031957,19,53,19,68,1
DCU,4448288273,David López,10021928,19,52,19,1,1
CC,0701231159,Daniela López,16041965,27,62,27,81,1
TI,0935761199,Carlos Rodríguez,26111978,8,58,8,90,1
CC DIG,8567307288,Manuela Castaneda,07061953,19,30,19,20,0
